productid,category,brand,season,size,color,originalprice,markdownpercentage,currentprice,purchasedate,stockquantity,customerrating,isreturned,returnreason,customer_city,shipping_km,base_env_impact_kg,total_env_impact_kg,customer_height_cm,customer_weight_kg,garment_length_cm,garment_width_cm,seasonal_weather_impact,campaign_type
FB001960,Bottoms,Forever21,Summer,XXL,White,66.74,0,66.74,8/6/2025,26,4.6,FALSE,,LA,1200,3.8,7.4,181,82,100,47,heatwave,discount email
FB001961,Shoes,H&M,Summer,M,Green,104.19,0,104.19,8/6/2025,4,4.7,FALSE,,Dallas,1100,5.5,8.8,170,65,26,9,heatwave,new collection
FB001962,Outerwear,Uniqlo,Summer,M,Green,216.73,0,216.73,8/6/2025,5,2.7,TRUE,Wrong Item,Dallas,1100,7,20.6,160,73,74,121,heatwave,none
FB001963,Dresses,Mango,Summer,XXL,Beige,87.82,0,87.82,8/6/2025,24,4.2,FALSE,,Dallas,1100,4.5,7.800000000000001,176,91,99,95,heatwave,new collection
FB001964,Shoes,Zara,Summer,L,Green,81.59,0,81.59,8/6/2025,5,2.5,FALSE,,Seattle,1150,5.5,8.95,175,81,32,5,heatwave,new collection
FB001965,Outerwear,Gap,Summer,,Blue,93.14,32.8,62.59,8/6/2025,45,4.5,FALSE,,Dallas,1100,7,10.3,168,73,74,109,heatwave,none
FB001966,Bottoms,Gap,Spring,XS,Gray,96.73,0,96.73,11/9/2024,18,4.8,FALSE,,Chicago,800,3.8,6.199999999999999,151,57,109,38,rain,none
FB001967,Accessories,Forever21,Winter,,Blue,19.34,0,19.34,8/6/2025,19,,FALSE,,Atlanta,900,1.2,3.9000000000000004,167,68,32,16,cold,none
FB001968,Shoes,Zara,Spring,S,Red,113.88,31.1,78.46,6/10/2025,22,3.1,FALSE,,LA,1200,5.5,9.1,159,63,30,17,rain,sustainability promo
FB001969,Dresses,Zara,Spring,XL,Navy,90.32,0,90.32,3/26/2025,41,2.8,FALSE,,Chicago,800,4.5,6.9,171,82,97,89,rain,none
FB001970,Tops,Banana Republic,Summer,L,Gray,38.12,0,38.12,8/6/2025,44,,FALSE,,Dallas,1100,2.5,5.800000000000001,168,78,70,104,heatwave,none
FB001971,Shoes,Banana Republic,Summer,S,Blue,175.31,0,175.31,8/6/2025,13,,FALSE,,Dallas,1100,5.5,8.8,159,51,29,13,heatwave,none
FB001972,Dresses,Zara,Spring,L,Red,171.92,0,171.92,6/8/2025,12,1.3,FALSE,,LA,1200,4.5,8.1,169,77,98,87,rain,none
FB001973,Accessories,Gap,Summer,,Blue,35.6,0,35.6,8/6/2025,24,3.1,FALSE,,Chicago,800,1.2,3.5999999999999996,171,63,39,8,heatwave,discount email
FB001974,Bottoms,H&M,Summer,M,Navy,81.7,0,81.7,8/6/2025,33,,TRUE,Wrong Item,Seattle,1150,3.8,14.5,165,71,102,41,heatwave,sustainability promo
FB001975,Bottoms,Banana Republic,Summer,,Purple,29.7,0,29.7,8/6/2025,16,2.7,FALSE,,Dallas,1100,3.8,7.1,169,65,100,40,heatwave,new collection
FB001976,Outerwear,Mango,Winter,S,Brown,239.65,0,239.65,8/6/2025,27,2.9,FALSE,,Chicago,800,7,9.4,161,53,76,119,cold,none
FB001977,Tops,H&M,Fall,M,Red,90.41,0,90.41,8/6/2025,11,,FALSE,,LA,1200,2.5,6.1,165,74,64,93,coldsnap,discount email
FB001978,Dresses,Ann Taylor,Winter,XL,White,81.78,10,73.6,8/6/2025,24,1.2,FALSE,,Seattle,1150,4.5,7.95,173,82,96,94,cold,discount email
FB001979,Outerwear,Forever21,Winter,L,Black,142.55,0,142.55,8/6/2025,21,4.5,FALSE,,Seattle,1150,7,10.45,174,76,67,118,cold,discount email
FB001980,Dresses,Gap,Fall,S,Black,53.13,0,53.13,8/6/2025,5,4.6,FALSE,,Seattle,1150,4.5,7.95,161,55,105,98,coldsnap,new collection
FB001981,Bottoms,Forever21,Summer,L,Navy,80.81,0,80.81,8/6/2025,15,4.6,FALSE,,Atlanta,900,3.8,6.5,171,68,110,44,heatwave,none
FB001982,Tops,Uniqlo,Fall,M,Navy,89.39,0,89.39,8/6/2025,33,4.2,FALSE,,NY,300,2.5,3.4,159,73,66,91,coldsnap,sustainability promo
FB001983,Bottoms,Mango,Summer,S,Blue,37.9,37.9,23.54,8/6/2025,34,1.3,FALSE,,Dallas,1100,3.8,7.1,161,61,100,42,heatwave,sustainability promo
FB001984,Accessories,Mango,Spring,,Brown,44.49,0,44.49,6/27/2025,34,2.1,FALSE,,Seattle,1150,1.2,4.65,167,76,32,8,rain,discount email
FB001985,Tops,Mango,Summer,L,Beige,111.7,0,111.7,8/6/2025,2,,TRUE,Size Issue,Chicago,800,2.5,9.8,173,68,60,91,heatwave,new collection
FB001986,Tops,H&M,Spring,L,Navy,109.76,0,109.76,1/12/2025,23,2,TRUE,Quality Issue,Seattle,1150,2.5,11.9,176,67,67,101,rain,new collection
FB001987,Accessories,Uniqlo,Fall,,Navy,33,0,33,8/6/2025,50,4,FALSE,,NY,300,1.2,2.1,166,62,33,11,coldsnap,new collection
FB001988,Shoes,Ann Taylor,Winter,M,Green,150.65,8.9,137.24,8/6/2025,43,3.4,FALSE,,Chicago,800,5.5,7.9,159,69,23,12,cold,sustainability promo
FB001989,Bottoms,Zara,Fall,S,Green,66.34,19,53.74,8/6/2025,42,1.9,FALSE,,Seattle,1150,3.8,7.25,158,58,106,36,coldsnap,discount email
FB001990,Bottoms,Gap,Spring,M,Pink,27.89,17.4,23.04,9/6/2024,43,2.1,FALSE,,Dallas,1100,3.8,7.1,168,65,110,45,rain,none
FB001991,Accessories,Uniqlo,Summer,,Gray,60.18,0,60.18,8/6/2025,36,1.4,FALSE,,Chicago,800,1.2,3.5999999999999996,162,66,36,8,heatwave,sustainability promo
FB001992,Tops,Zara,Fall,XL,Red,54.26,18.4,44.28,8/6/2025,29,2.6,FALSE,,Atlanta,900,2.5,5.2,179,70,66,96,coldsnap,discount email
FB001993,Shoes,Uniqlo,Spring,S,Red,78.44,0,78.44,9/20/2024,42,,TRUE,Quality Issue,Chicago,800,5.5,15.8,155,56,29,13,rain,discount email
FB001994,Outerwear,H&M,Fall,XS,Black,183.05,0,183.05,8/6/2025,4,4.6,FALSE,,Dallas,1100,7,10.3,159,51,77,110,coldsnap,none
FB001995,Shoes,Uniqlo,Spring,M,Gray,76.3,0,76.3,7/3/2025,35,2.6,FALSE,,Atlanta,900,5.5,8.2,170,65,29,3,rain,none
FB001996,Tops,Zara,Spring,XS,Purple,84.21,0,84.21,1/15/2025,43,3.4,FALSE,,Dallas,1100,2.5,5.800000000000001,157,46,70,100,rain,none
FB001997,Accessories,Ann Taylor,Spring,,Gray,77.34,0,77.34,1/10/2025,27,,FALSE,,LA,1200,1.2,4.8,163,64,31,14,rain,new collection
FB001998,Dresses,Zara,Spring,S,Navy,122.82,45.4,67.06,8/30/2024,9,3.1,FALSE,,Dallas,1100,4.5,7.800000000000001,166,61,106,88,rain,none
FB001999,Dresses,Mango,Winter,XXL,Blue,103.85,0,103.85,8/6/2025,26,3.1,FALSE,,NY,300,4.5,5.4,180,98,101,87,cold,discount email
FB002000,Bottoms,H&M,Fall,XXL,Red,117.73,41.3,69.11,8/6/2025,8,,FALSE,,NY,300,3.8,4.7,180,83,103,33,coldsnap,none
FB002001,Dresses,Forever21,Fall,XL,Green,115.98,0,115.98,8/6/2025,42,3.7,FALSE,,Seattle,1150,4.5,7.95,173,75,105,99,coldsnap,discount email
FB002002,Dresses,Zara,Fall,L,Navy,175.43,0,175.43,8/6/2025,3,1.8,TRUE,Color Mismatch,LA,1200,4.5,16.2,165,81,105,91,coldsnap,sustainability promo
FB002003,Outerwear,Gap,Spring,S,Green,162.81,0,162.81,1/10/2025,40,2.1,FALSE,,LA,1200,7,10.6,162,52,67,111,rain,new collection
FB002004,Dresses,Uniqlo,Spring,L,Purple,146.68,0,146.68,8/7/2024,8,,FALSE,,Dallas,1100,4.5,7.800000000000001,164,77,97,86,rain,sustainability promo
FB002005,Dresses,H&M,Fall,L,Pink,82.9,42.2,47.92,8/6/2025,4,2.1,FALSE,,LA,1200,4.5,8.1,170,77,104,85,coldsnap,sustainability promo
FB002006,Tops,Zara,Fall,XS,White,92.9,0,92.9,8/6/2025,30,,FALSE,,NY,300,2.5,3.4,149,52,70,91,coldsnap,discount email
FB002007,Dresses,Banana Republic,Winter,XXL,Blue,133.89,5.7,126.26,8/6/2025,17,3.4,TRUE,Size Issue,Seattle,1150,4.5,15.9,175,87,96,94,cold,sustainability promo
FB002008,Dresses,Ann Taylor,Winter,XXL,Beige,89.1,0,89.1,8/6/2025,8,2.2,FALSE,,NY,300,4.5,5.4,176,94,104,94,cold,discount email
FB002009,Outerwear,Banana Republic,Winter,XL,Beige,175.62,3.2,170,8/6/2025,46,,FALSE,,Dallas,1100,7,10.3,176,78,70,114,cold,none
FB002010,Dresses,H&M,Summer,L,Black,154.02,0,154.02,8/6/2025,21,3.3,FALSE,,Seattle,1150,4.5,7.95,172,72,106,97,heatwave,none
FB002011,Outerwear,Zara,Fall,S,Beige,215.1,0,215.1,8/6/2025,16,2.5,FALSE,,Dallas,1100,7,10.3,154,53,71,109,coldsnap,discount email
FB002012,Tops,Ann Taylor,Fall,M,Brown,40.28,0,40.28,8/6/2025,35,3.8,FALSE,,Atlanta,900,2.5,5.2,168,60,63,95,coldsnap,none
FB002013,Accessories,Forever21,Fall,,Gray,25.95,18.8,21.07,8/6/2025,1,4,FALSE,,Seattle,1150,1.2,4.65,170,64,34,12,coldsnap,new collection
FB002014,Accessories,Uniqlo,Fall,,Navy,21.26,50.7,10.48,8/6/2025,39,4.3,FALSE,,Seattle,1150,1.2,4.65,171,62,38,15,coldsnap,sustainability promo
FB002015,Dresses,Zara,Spring,XS,Blue,146.07,0,146.07,7/9/2025,33,3.7,FALSE,,Seattle,1150,4.5,7.95,157,58,105,99,rain,new collection
FB002016,Dresses,Ann Taylor,Spring,S,Gray,135.97,0,135.97,9/10/2024,30,1.1,FALSE,,Atlanta,900,4.5,7.2,157,57,100,91,rain,sustainability promo
FB002017,Shoes,Zara,Spring,L,Green,84.88,7.4,78.6,3/26/2025,42,3.4,FALSE,,NY,300,5.5,6.4,173,77,27,7,rain,none
FB002018,Shoes,H&M,Winter,XS,Beige,159.25,5.5,150.49,8/6/2025,8,,FALSE,,Dallas,1100,5.5,8.8,151,57,26,17,cold,new collection
FB002019,Bottoms,Ann Taylor,Winter,M,Brown,84.29,0,84.29,8/6/2025,4,2.8,FALSE,,Dallas,1100,3.8,7.1,165,65,101,42,cold,none
FB002020,Accessories,Forever21,Winter,,Red,38.86,0,38.86,8/6/2025,44,,FALSE,,Chicago,800,1.2,3.5999999999999996,161,75,36,12,cold,sustainability promo
FB002021,Tops,Banana Republic,Summer,M,Blue,38.72,0,38.72,8/6/2025,35,4,FALSE,,Dallas,1100,2.5,5.800000000000001,165,67,70,104,heatwave,discount email
FB002022,Dresses,Zara,Winter,XS,Black,177.1,0,177.1,8/6/2025,49,1.6,FALSE,,Seattle,1150,4.5,7.95,153,50,100,98,cold,discount email
FB002023,Bottoms,Forever21,Spring,XS,Gray,31.49,0,31.49,10/19/2024,28,,FALSE,,Dallas,1100,3.8,7.1,160,50,100,42,rain,new collection
FB002024,Tops,Uniqlo,Summer,,Pink,118.14,0,118.14,8/6/2025,33,2.4,FALSE,,Chicago,800,2.5,4.9,167,66,67,91,heatwave,none
FB002025,Tops,Gap,Spring,S,Green,26.51,24,20.15,5/24/2025,1,4.7,FALSE,,Dallas,1100,2.5,5.800000000000001,164,51,63,102,rain,none
FB002026,Tops,Forever21,Fall,L,Blue,29.61,0,29.61,8/6/2025,9,1,FALSE,,LA,1200,2.5,6.1,167,73,70,93,coldsnap,new collection
FB002027,Outerwear,Ann Taylor,Summer,S,Gray,244.13,0,244.13,8/6/2025,2,3.5,TRUE,Size Issue,Chicago,800,7,18.8,165,63,71,112,heatwave,discount email
FB002028,Accessories,Gap,Spring,,White,16.54,0,16.54,4/26/2025,30,,FALSE,,Chicago,800,1.2,3.5999999999999996,171,64,39,3,rain,sustainability promo
FB002029,Tops,Zara,Fall,S,White,100.98,0,100.98,8/6/2025,41,,FALSE,,NY,300,2.5,3.4,159,52,70,94,coldsnap,new collection
FB002030,Outerwear,Uniqlo,Winter,,Gray,175.42,0,175.42,8/6/2025,5,3.6,FALSE,,NY,300,7,7.9,172,74,70,111,cold,sustainability promo
FB002031,Dresses,Ann Taylor,Spring,XXL,Pink,133.15,20.3,106.12,6/3/2025,9,3.2,FALSE,,Seattle,1150,4.5,7.95,175,91,99,96,rain,discount email
FB002032,Dresses,Uniqlo,Fall,,Pink,94.21,44.7,52.1,8/6/2025,48,4.3,FALSE,,Atlanta,900,4.5,7.2,164,67,96,91,coldsnap,none
FB002033,Tops,Forever21,Winter,M,Pink,115.44,0,115.44,8/6/2025,21,1.2,FALSE,,Seattle,1150,2.5,5.95,160,61,69,93,cold,discount email
FB002034,Outerwear,Zara,Spring,S,White,194.39,26.5,142.88,4/15/2025,12,1.2,FALSE,,Dallas,1100,7,10.3,160,49,75,120,rain,new collection
FB002035,Shoes,Banana Republic,Spring,L,White,132.39,27.6,95.85,10/31/2024,16,,FALSE,,LA,1200,5.5,9.1,171,66,24,12,rain,none
FB002036,Accessories,Uniqlo,Spring,,Red,52.54,14.6,44.87,9/17/2024,7,1.4,FALSE,,Atlanta,900,1.2,3.9000000000000004,169,67,29,4,rain,new collection
FB002037,Dresses,Uniqlo,Spring,XL,Black,165.01,41.2,97.03,10/19/2024,22,,FALSE,,LA,1200,4.5,8.1,169,83,99,85,rain,new collection
FB002038,Accessories,Ann Taylor,Spring,,Purple,42.94,34.3,28.21,12/22/2024,41,,FALSE,,Atlanta,900,1.2,3.9000000000000004,162,64,29,15,rain,discount email
FB002039,Tops,Uniqlo,Fall,XL,Beige,72.78,0,72.78,8/6/2025,49,3.1,FALSE,,Seattle,1150,2.5,5.95,181,75,67,94,coldsnap,new collection
FB002040,Shoes,Uniqlo,Fall,S,Red,189.32,0,189.32,8/6/2025,35,2.5,FALSE,,Dallas,1100,5.5,8.8,164,53,26,4,coldsnap,discount email
FB002041,Dresses,Ann Taylor,Summer,XL,White,157,55.7,69.55,8/6/2025,6,2.1,FALSE,,NY,300,4.5,5.4,173,79,104,98,heatwave,none
FB002042,Tops,Gap,Spring,S,Purple,28.73,26.4,21.15,10/10/2024,47,2.3,TRUE,Size Issue,Chicago,800,2.5,9.8,162,56,62,105,rain,discount email
FB002043,Outerwear,Forever21,Winter,L,Gray,144.64,0,144.64,8/6/2025,0,4.5,FALSE,,Chicago,800,7,9.4,164,78,67,115,cold,none
FB002044,Shoes,Banana Republic,Fall,L,Blue,180.99,0,180.99,8/6/2025,0,4.5,FALSE,,Chicago,800,5.5,7.9,165,79,23,4,coldsnap,discount email
FB002045,Tops,Ann Taylor,Fall,M,Green,74.96,56.1,32.91,8/6/2025,16,,TRUE,Wrong Item,Dallas,1100,2.5,11.600000000000001,162,58,65,100,coldsnap,sustainability promo
FB002046,Dresses,Ann Taylor,Fall,XXL,Navy,63.46,0,63.46,8/6/2025,36,1.2,FALSE,,Chicago,800,4.5,6.9,175,93,97,87,coldsnap,sustainability promo
FB002047,Shoes,Mango,Spring,S,Black,105.95,31.6,72.47,4/1/2025,38,3.5,FALSE,,LA,1200,5.5,9.1,161,57,32,17,rain,new collection
FB002048,Dresses,Mango,Summer,S,Navy,86.55,24.5,65.35,8/6/2025,40,3.5,FALSE,,Dallas,1100,4.5,7.800000000000001,164,64,101,93,heatwave,discount email
FB002049,Bottoms,Gap,Fall,M,Navy,90.97,10.8,81.15,8/6/2025,33,2.2,TRUE,Damaged,Dallas,1100,3.8,14.2,162,65,104,33,coldsnap,discount email
FB002050,Dresses,Mango,Winter,L,Beige,122.41,48.2,63.41,8/6/2025,49,4.5,FALSE,,LA,1200,4.5,8.1,168,80,106,87,cold,none
FB002051,Shoes,Banana Republic,Winter,XXL,Gray,198.22,0,198.22,8/6/2025,12,,FALSE,,Atlanta,900,5.5,8.2,185,93,29,9,cold,new collection
FB002052,Shoes,Zara,Winter,M,Beige,129.56,20.8,102.61,8/6/2025,3,2.9,FALSE,,NY,300,5.5,6.4,159,67,28,3,cold,discount email
FB002053,Accessories,Zara,Summer,,Pink,49.31,0,49.31,8/6/2025,49,3.4,FALSE,,Dallas,1100,1.2,4.5,163,77,29,8,heatwave,new collection
FB002054,Outerwear,Uniqlo,Summer,S,Pink,206.94,0,206.94,8/6/2025,43,3.3,FALSE,,Seattle,1150,7,10.45,163,60,75,118,heatwave,sustainability promo
FB002055,Accessories,Banana Republic,Summer,,Black,36.93,0,36.93,8/6/2025,18,,FALSE,,Seattle,1150,1.2,4.65,165,77,32,7,heatwave,discount email
FB002056,Accessories,Uniqlo,Summer,,Green,21.85,12,19.23,8/6/2025,18,4.8,FALSE,,LA,1200,1.2,4.8,162,72,33,4,heatwave,discount email
FB002057,Shoes,Banana Republic,Winter,S,Brown,174.65,43.8,98.15,8/6/2025,28,3.3,FALSE,,Dallas,1100,5.5,8.8,155,51,31,13,cold,new collection
FB002058,Accessories,Mango,Spring,,Pink,19.96,0,19.96,6/19/2025,16,1.4,FALSE,,Dallas,1100,1.2,4.5,165,62,39,9,rain,discount email
FB002059,Tops,H&M,Fall,M,Green,90.46,54.1,41.52,8/6/2025,15,2.5,FALSE,,Dallas,1100,2.5,5.800000000000001,164,74,66,98,coldsnap,new collection
FB002060,Shoes,H&M,Fall,L,Blue,189.24,0,189.24,8/6/2025,25,3.6,TRUE,Color Mismatch,Seattle,1150,5.5,17.9,170,74,24,17,coldsnap,discount email
FB002061,Outerwear,Banana Republic,Summer,XXL,Black,231.24,44.6,128.11,8/6/2025,15,3.7,FALSE,,LA,1200,7,10.6,182,86,68,114,heatwave,none
FB002062,Accessories,Mango,Fall,,Beige,66.48,0,66.48,8/6/2025,38,1.4,FALSE,,Atlanta,900,1.2,3.9000000000000004,173,77,30,7,coldsnap,new collection
FB002063,Accessories,H&M,Fall,,Beige,37.27,0,37.27,8/6/2025,15,3.8,FALSE,,Atlanta,900,1.2,3.9000000000000004,170,76,36,17,coldsnap,discount email
FB002064,Shoes,Uniqlo,Spring,L,Brown,178.05,0,178.05,3/8/2025,24,,FALSE,,Dallas,1100,5.5,8.8,174,69,27,10,rain,sustainability promo
FB002065,Tops,Forever21,Spring,XS,Pink,73.76,0,73.76,8/19/2024,25,1.3,FALSE,,Atlanta,900,2.5,5.2,154,60,69,94,rain,discount email
FB002066,Bottoms,Zara,Winter,XL,Pink,36.23,0,36.23,8/6/2025,49,,FALSE,,Atlanta,900,3.8,6.5,173,74,107,36,cold,sustainability promo
FB002067,Bottoms,H&M,Spring,S,Purple,48.89,0,48.89,12/10/2024,9,3.1,FALSE,,Atlanta,900,3.8,6.5,156,62,105,41,rain,sustainability promo
FB002068,Tops,H&M,Winter,XL,Pink,94.15,31,64.96,8/6/2025,25,,FALSE,,Atlanta,900,2.5,5.2,181,82,69,97,cold,none
FB002069,Accessories,Forever21,Summer,,Brown,27.7,0,27.7,8/6/2025,27,4.8,FALSE,,NY,300,1.2,2.1,173,67,29,16,heatwave,new collection
FB002070,Shoes,H&M,Spring,XXL,Gray,122.55,11.2,108.82,10/2/2024,23,,FALSE,,LA,1200,5.5,9.1,186,83,32,12,rain,discount email
FB002071,Dresses,Mango,Spring,XL,Pink,173.77,17,144.23,11/20/2024,5,1.9,FALSE,,Chicago,800,4.5,6.9,179,84,103,94,rain,none
FB002072,Accessories,Uniqlo,Summer,,Pink,77.45,0,77.45,8/6/2025,0,3.1,FALSE,,Seattle,1150,1.2,4.65,161,76,33,9,heatwave,discount email
FB002073,Bottoms,Uniqlo,Winter,M,Black,34.16,0,34.16,8/6/2025,37,1.3,FALSE,,Atlanta,900,3.8,6.5,164,68,110,37,cold,sustainability promo
FB002074,Accessories,Forever21,Summer,,White,71.3,0,71.3,8/6/2025,21,1.6,FALSE,,LA,1200,1.2,4.8,166,70,35,3,heatwave,new collection
FB002075,Tops,H&M,Summer,M,Brown,63.67,0,63.67,8/6/2025,18,1.6,FALSE,,Dallas,1100,2.5,5.800000000000001,167,69,65,99,heatwave,discount email
FB002076,Outerwear,Forever21,Fall,S,Gray,249.98,0,249.98,8/6/2025,46,3.6,FALSE,,Chicago,800,7,9.4,164,55,72,121,coldsnap,discount email
FB002077,Outerwear,Ann Taylor,Spring,XL,Green,103.92,0,103.92,10/24/2024,5,,FALSE,,NY,300,7,7.9,169,83,71,115,rain,sustainability promo
FB002078,Shoes,Uniqlo,Summer,XL,Black,116.76,0,116.76,8/6/2025,13,,FALSE,,Dallas,1100,5.5,8.8,170,79,26,9,heatwave,discount email
FB002079,Shoes,Gap,Winter,XXL,White,102.61,0,102.61,8/6/2025,47,3.5,FALSE,,LA,1200,5.5,9.1,176,97,28,14,cold,discount email
FB002080,Accessories,Ann Taylor,Spring,,Pink,43.48,0,43.48,8/23/2024,11,4.7,FALSE,,LA,1200,1.2,4.8,166,63,32,7,rain,sustainability promo
FB002081,Accessories,Forever21,Winter,,Pink,39.9,0,39.9,8/6/2025,6,2.4,TRUE,Damaged,Chicago,800,1.2,7.199999999999999,168,74,37,4,cold,none
FB002082,Bottoms,Zara,Spring,S,Pink,86,36.7,54.44,4/23/2025,18,2.4,TRUE,Size Issue,Seattle,1150,3.8,14.5,166,48,108,35,rain,sustainability promo
FB002083,Shoes,Gap,Summer,XXL,Blue,154.48,58.5,64.11,8/6/2025,19,3.2,FALSE,,Atlanta,900,5.5,8.2,178,91,26,17,heatwave,none
FB002084,Dresses,Gap,Summer,S,Red,141.97,35.3,91.85,8/6/2025,12,2.6,FALSE,,LA,1200,4.5,8.1,158,60,105,96,heatwave,new collection
FB002085,Outerwear,Gap,Spring,XS,Red,119.36,0,119.36,7/2/2025,30,2.7,TRUE,Size Issue,Chicago,800,7,18.8,150,59,74,119,rain,none
FB002086,Accessories,Forever21,Summer,,Navy,15.71,47.6,8.23,8/6/2025,42,2,FALSE,,Chicago,800,1.2,3.5999999999999996,162,76,29,12,heatwave,none
FB002087,Shoes,Mango,Winter,M,Black,89.12,0,89.12,8/6/2025,27,,TRUE,Damaged,LA,1200,5.5,18.2,162,66,24,11,cold,new collection
FB002088,Bottoms,H&M,Fall,S,Blue,30.43,0,30.43,8/6/2025,32,3.1,FALSE,,NY,300,3.8,4.7,157,51,102,33,coldsnap,none
FB002089,Dresses,Forever21,Winter,XS,Pink,115.4,0,115.4,8/6/2025,7,4.5,FALSE,,Chicago,800,4.5,6.9,156,61,99,85,cold,sustainability promo
FB002090,Outerwear,Gap,Winter,S,Red,155.2,0,155.2,8/6/2025,5,4.8,FALSE,,Dallas,1100,7,10.3,164,53,73,112,cold,none
FB002091,Bottoms,Forever21,Fall,L,Gray,104.83,0,104.83,8/6/2025,26,4,FALSE,,Seattle,1150,3.8,7.25,167,80,104,36,coldsnap,new collection
FB002092,Accessories,Gap,Summer,,Gray,41.62,0,41.62,8/6/2025,33,,FALSE,,Dallas,1100,1.2,4.5,168,70,36,14,heatwave,sustainability promo
FB002093,Bottoms,Ann Taylor,Spring,M,Beige,94.92,0,94.92,9/29/2024,20,2.3,FALSE,,Dallas,1100,3.8,7.1,161,63,103,41,rain,new collection
FB002094,Bottoms,Mango,Fall,XXL,Red,107.92,22.2,83.96,8/6/2025,35,3.7,FALSE,,Chicago,800,3.8,6.199999999999999,175,96,100,40,coldsnap,new collection
FB002095,Accessories,Forever21,Summer,,Green,45.52,0,45.52,8/6/2025,41,1.6,FALSE,,Seattle,1150,1.2,4.65,161,72,32,8,heatwave,discount email
FB002096,Bottoms,Gap,Winter,M,Green,112.1,30.7,77.69,8/6/2025,10,1,FALSE,,NY,300,3.8,4.7,160,67,100,34,cold,discount email
FB002097,Shoes,Uniqlo,Spring,L,Purple,103.9,0,103.9,7/23/2025,27,2.1,FALSE,,Seattle,1150,5.5,8.95,166,76,25,17,rain,new collection
FB002098,Outerwear,Banana Republic,Winter,L,Pink,168.02,0,168.02,8/6/2025,30,1.6,TRUE,Size Issue,Chicago,800,7,18.8,169,68,68,122,cold,new collection
FB002099,Shoes,Mango,Fall,M,Brown,80.41,0,80.41,8/6/2025,46,2.8,FALSE,,Atlanta,900,5.5,8.2,165,71,25,14,coldsnap,new collection
FB002100,Bottoms,Forever21,Spring,XL,Green,102.76,0,102.76,11/16/2024,35,2.2,FALSE,,Chicago,800,3.8,6.199999999999999,179,79,106,44,rain,discount email
FB002101,Tops,Forever21,Fall,XXL,Black,81.2,0,81.2,8/6/2025,27,1.7,FALSE,,Dallas,1100,2.5,5.800000000000001,179,92,68,95,coldsnap,discount email
FB002102,Accessories,Uniqlo,Fall,,Gray,68.95,0,68.95,8/6/2025,47,3.6,FALSE,,LA,1200,1.2,4.8,167,72,38,4,coldsnap,none
FB002103,Bottoms,Zara,Summer,XS,Purple,43.04,0,43.04,8/6/2025,26,4.8,TRUE,Wrong Item,NY,300,3.8,9.4,158,54,109,39,heatwave,none
FB002104,Tops,Zara,Spring,XS,Beige,81.82,0,81.82,5/9/2025,1,3.5,FALSE,,NY,300,2.5,3.4,155,47,61,101,rain,new collection
FB002105,Accessories,Mango,Summer,,Blue,53.7,0,53.7,8/6/2025,16,1.4,TRUE,Damaged,Dallas,1100,1.2,9,166,67,35,7,heatwave,sustainability promo
FB002106,Tops,Mango,Summer,L,Red,100.11,0,100.11,8/6/2025,41,4.7,FALSE,,LA,1200,2.5,6.1,170,73,60,91,heatwave,sustainability promo
FB002107,Accessories,Ann Taylor,Winter,,Gray,24.08,38.5,14.81,8/6/2025,43,4.1,FALSE,,LA,1200,1.2,4.8,168,76,36,17,cold,discount email
FB002108,Accessories,Ann Taylor,Spring,,Red,74.77,0,74.77,3/18/2025,26,2.9,FALSE,,Dallas,1100,1.2,4.5,163,62,38,14,rain,discount email
FB002109,Dresses,H&M,Spring,XL,Navy,105.98,0,105.98,10/2/2024,32,2.5,TRUE,Size Issue,NY,300,4.5,10.8,177,86,103,87,rain,discount email
FB002110,Shoes,Zara,Summer,L,White,81.65,7.7,75.36,8/6/2025,23,2.6,FALSE,,Atlanta,900,5.5,8.2,174,67,29,7,heatwave,new collection
FB002111,Shoes,Forever21,Fall,S,Black,92.66,8.3,84.97,8/6/2025,5,3.3,FALSE,,Atlanta,900,5.5,8.2,155,55,32,6,coldsnap,sustainability promo
FB002112,Accessories,Mango,Summer,,Brown,41.04,0,41.04,8/6/2025,43,,FALSE,,Seattle,1150,1.2,4.65,164,76,35,14,heatwave,none
FB002113,Outerwear,Forever21,Fall,M,Pink,169.98,5.8,160.12,8/6/2025,12,2.1,FALSE,,Chicago,800,7,9.4,167,59,75,116,coldsnap,new collection
FB002114,Accessories,Mango,Winter,,Red,66.12,51,32.4,8/6/2025,17,2.2,FALSE,,Atlanta,900,1.2,3.9000000000000004,161,74,37,12,cold,none
FB002115,Dresses,Banana Republic,Spring,S,Purple,139.87,14.5,119.59,9/13/2024,13,1.3,FALSE,,Atlanta,900,4.5,7.2,165,59,96,97,rain,none
FB002116,Accessories,Zara,Winter,,Pink,70.23,49.9,35.19,8/6/2025,0,4.6,TRUE,Damaged,LA,1200,1.2,9.6,161,65,32,13,cold,new collection
FB002117,Shoes,Zara,Winter,XL,Blue,129.9,39.9,78.07,8/6/2025,28,1.3,FALSE,,Atlanta,900,5.5,8.2,179,77,28,16,cold,none
FB002118,Bottoms,Zara,Spring,L,Beige,75.78,0,75.78,1/28/2025,12,3.6,FALSE,,Dallas,1100,3.8,7.1,167,79,102,34,rain,sustainability promo
FB002119,Bottoms,H&M,Winter,M,Beige,93.41,0,93.41,8/6/2025,4,3.2,TRUE,Size Issue,Atlanta,900,3.8,13,161,71,104,37,cold,none
